,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,Director,topBilled,TopBilled2nd,TopBilled3rd,primaryRegion,topBilledGender,secondTopBilledGender,thirdTopBilledGender,directorGender,Action,Adventure,Comedy,Drama,SciFi,Horror,Romance,Thriller,Mystery,Crime,Animation,Fantasy,Documentary,Musical,Sport,Adult,Western,Family,topBilled_Male,topBilled_Female,topBilled_Unknown,secondBilled_Male,secondBilled_Female,secondBilled_Unknown,thirdBilled_Male,thirdBilled_Female,thirdBilled_Unknown,director_Male,director_Female,director_Unknown,US_Region,bechdelScore
3504,tt0369436,Four Christmases,2008,88,"Comedy,Drama,Romance",5.6,54237,Seth Gordon,Reese Witherspoon,Vince Vaughn,Mary Steenburgen,NO,Unknown,Male,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3
3505,tt0369441,Fun with Dick and Jane,2005,90,"Comedy,Crime",6.1,119234,Dean Parisot,Jim Carrey,Téa Leoni,Alec Baldwin,DE,Male,Unknown,Male,Male,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,3
3506,tt0369610,Jurassic World,2015,124,"Action,Adventure,Sci-Fi",7.0,482257,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,EE,Male,Male,Male,Male,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
3507,tt0369672,A Love Song for Bobby Long,2004,119,Drama,7.2,23232,Shainee Gabel,Scarlett Johansson,John Travolta,Gabriel Macht,FI,Female,Male,Male,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3
3508,tt0369702,The Sea Inside,2004,125,"Biography,Drama,Romance",8.0,69560,Alejandro Amenábar,Javier Bardem,Belén Rueda,Lola Dueñas,BG,Male,Female,Female,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
3509,tt0369735,Monster-in-Law,2005,101,"Comedy,Romance",5.5,48321,Robert Luketic,Jennifer Lopez,Michael Vartan,Jane Fonda,EE,Female,Male,Female,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3510,tt0369994,Strangers with Candy,2005,97,Comedy,6.1,7301,Paul Dinello,Amy Sedaris,Stephen Colbert,Paul Dinello,PL,Female,Male,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
3511,tt0370032,Ultraviolet,2006,88,"Action,Sci-Fi,Thriller",4.4,74235,Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,FR,Female,Male,Male,Male,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3512,tt0370263,AVP: Alien vs. Predator,2004,101,"Action,Horror,Sci-Fi",5.6,160461,Paul W.S. Anderson,Sanaa Lathan,Lance Henriksen,Raoul Bova,HR,Female,Male,Male,Male,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
3513,tt0370986,Mysterious Skin,2004,105,"Drama,Mystery",7.7,60482,Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,PL,Male,Male,Female,Male,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
3514,tt0371246,Spanglish,2004,131,"Comedy,Drama,Romance",6.4,70178,James L. Brooks,Adam Sandler,Téa Leoni,Paz Vega,PE,Male,Unknown,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3
3515,tt0371606,Chicken Little,2005,81,"Adventure,Animation,Comedy",5.8,71954,Mark Dindal,Zach Braff,Joan Cusack,Garry Marshall,KR,Male,Female,Male,Male,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
3516,tt0371724,The Hitchhiker's Guide to the Galaxy,2005,109,"Adventure,Comedy,Sci-Fi",6.8,168202,Garth Jennings,Martin Freeman,Yasiin Bey,Sam Rockwell,AR,Male,Unknown,Male,Male,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
3517,tt0371746,Iron Man,2008,126,"Action,Adventure,Sci-Fi",7.9,773554,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,CA,Male,Female,Male,Male,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
3518,tt0372122,Adam & Steve,2005,99,"Comedy,Drama,Music",6.0,2799,Craig Chester,Craig Chester,Malcolm Gets,Parker Posey,RU,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
3519,tt0372183,The Bourne Supremacy,2004,108,"Action,Mystery,Thriller",7.8,385983,Paul Greengrass,Matt Damon,Franka Potente,Joan Allen,LT,Male,Female,Female,Male,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
3520,tt0372334,House of D,2004,97,"Comedy,Drama",7.0,8026,David Duchovny,David Duchovny,Téa Leoni,Robin Williams,\N,Male,Unknown,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
3521,tt0372532,The Wedding Date,2005,90,"Comedy,Romance",6.1,42384,Clare Kilner,Dermot Mulroney,Debra Messing,Jack Davenport,US,Male,Female,Male,Female,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,3
3522,tt0372588,Team America: World Police,2004,98,"Action,Comedy",7.2,144744,Trey Parker,Trey Parker,Matt Stone,Elle Russ,\N,Male,Male,Female,Male,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2
3523,tt0372784,Batman Begins,2005,152,"Action,Adventure,Thriller",8.3,1101981,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,PT,Male,Male,Male,Male,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3524,tt0373051,Journey to the Center of the Earth,2008,93,"Action,Adventure,Family",5.8,96339,Eric Brevig,Brendan Fraser,Josh Hutcherson,Anita Briem,BR,Male,Male,Female,Male,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
3525,tt0373074,Kung Fu Hustle,2004,99,"Action,Comedy,Crime",7.8,108828,Stephen Chow,Stephen Chow,Wah Yuen,Qiu Yuen,AR,Male,Unknown,Unknown,Male,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
3526,tt0373469,Kiss Kiss Bang Bang,2005,103,"Comedy,Crime,Mystery",7.6,192064,Shane Black,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,SI,Male,Female,Female,Male,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
3527,tt0373883,Halloween,2007,109,Horror,6.1,95217,Rob Zombie,Scout Taylor-Compton,Malcolm McDowell,Tyler Mane,DE,Unknown,Male,Male,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3
3528,tt0373889,Harry Potter and the Order of the Phoenix,2007,138,"Adventure,Family,Fantasy",7.5,409155,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,SE,Male,Female,Male,Male,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3
3529,tt0374180,Romasanta: The Werewolf Hunt,2004,90,"Drama,Horror",5.3,3058,Paco Plaza,Julian Sands,Elsa Pataky,John Sharian,PT,Male,Female,Male,Male,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
3530,tt0374536,Bewitched,2005,102,"Comedy,Fantasy,Romance",4.8,62332,Nora Ephron,Nicole Kidman,Will Ferrell,Shirley MacLaine,BA,Female,Male,Female,Female,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
3531,tt0374546,"Spring, Summer, Fall, Winter... and Spring",2003,103,"Drama,Romance",8.1,67829,Ki-duk Kim,Ki-duk Kim,Yeong-su Oh,Jong-ho Kim,NO,Unknown,Unknown,Male,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3532,tt0374900,Napoleon Dynamite,2004,96,Comedy,6.9,173876,Jared Hess,Jon Heder,Efren Ramirez,Jon Gries,US,Male,Male,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
3533,tt0375063,Sideways,2004,126,"Comedy,Drama,Romance",7.5,161395,Alexander Payne,Paul Giamatti,Thomas Haden Church,Virginia Madsen,CL,Male,Male,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
3534,tt0375210,White Noise,2005,101,"Drama,Horror,Mystery",5.5,43980,Geoffrey Sax,Michael Keaton,Deborah Kara Unger,Ian McNeice,AR,Male,Female,Male,Male,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
3535,tt0375233,Innocence,2004,122,"Drama,Mystery",6.9,5054,Lucile Hadzihalilovic,Zoé Auclair,Lea Bridarolli,Bérangère Haubruge,BG,Female,Female,Female,Female,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3
3536,tt0375568,Astro Boy,2009,94,"Action,Animation,Comedy",6.3,28317,David Bowers,Freddie Highmore,Nicolas Cage,Kristen Bell,PT,Male,Male,Female,Male,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
3537,tt0375679,Crash,2004,112,"Crime,Drama,Thriller",7.8,384553,Paul Haggis,Don Cheadle,Sandra Bullock,Thandie Newton,AR,Male,Female,Unknown,Male,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3
3538,tt0375785,Gray Matters,2006,96,"Comedy,Romance",5.8,6312,Sue Kramer,Heather Graham,Tom Cavanagh,Bridget Moynahan,DE,Female,Male,Female,Female,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
3539,tt0375912,Layer Cake,2004,105,"Crime,Drama,Thriller",7.4,144562,Matthew Vaughn,Daniel Craig,Sienna Miller,Michael Gambon,PT,Male,Female,Male,Male,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
3540,tt0376136,The Rum Diary,2011,119,"Comedy,Drama",6.2,91655,Bruce Robinson,Johnny Depp,Giovanni Ribisi,Aaron Eckhart,HU,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3541,tt0376263,Tough Luck,2003,88,Thriller,6.4,828,Gary Ellis,Norman Reedus,Marco St. John,Rick Negron,IT,Male,Male,Male,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
3542,tt0376541,Closer,2004,104,"Drama,Romance",7.3,180713,Mike Nichols,Natalie Portman,Jude Law,Clive Owen,DK,Female,Male,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
3543,tt0376994,X-Men: The Last Stand,2006,104,"Action,Adventure,Fantasy",6.7,423122,Brett Ratner,Patrick Stewart,Hugh Jackman,Halle Berry,JP,Male,Male,Female,Male,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
3544,tt0377062,Flight of the Phoenix,2004,113,"Action,Adventure,Drama",6.1,47963,John Moore,Dennis Quaid,Miranda Otto,Giovanni Ribisi,GR,Male,Female,Male,Male,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
3545,tt0377084,Ladies in Lavender,2004,104,"Drama,Music,Romance",7.1,9153,Charles Dance,Judi Dench,Maggie Smith,Daniel Brühl,GR,Female,Female,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
3546,tt0377092,Mean Girls,2004,97,Comedy,7.0,277325,Mark Waters,Lindsay Lohan,Jonathan Bennett,Rachel McAdams,MX,Female,Male,Female,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
3547,tt0377094,Moi et mon blanc,2003,97,Comedy,6.9,49,S. Pierre Yameogo,Serge Bayala,Pierre-Loup Rajot,Anne Roussel,\N,Male,Unknown,Female,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
3548,tt0377107,Proof,2005,100,"Drama,Mystery",6.8,39138,John Madden,Gwyneth Paltrow,Anthony Hopkins,Hope Davis,FI,Female,Male,Female,Male,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
3549,tt0377109,The Ring Two,2005,110,"Horror,Mystery",5.4,80274,Hideo Nakata,Naomi Watts,David Dorfman,Sissy Spacek,LV,Female,Male,Female,Male,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
3550,tt0377556,"Goodbye, Dragon Inn",2003,82,"Comedy,Drama",7.1,3180,Ming-liang Tsai,Kang-sheng Lee,Shiang-chyi Chen,Kiyonobu Mitamura,\N,Unknown,Unknown,Unknown,Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3551,tt0377713,Cubeº: Cube Zero,2004,97,"Horror,Mystery,Sci-Fi",5.7,31536,Ernie Barbarash,Zachary Bennett,Stephanie Moore,Martin Roach,CA,Male,Female,Male,Male,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
3552,tt0377752,Dear Frankie,2004,105,"Drama,Romance",7.8,19751,Shona Auerbach,Emily Mortimer,Jack McElhone,Gerard Butler,GR,Female,Male,Male,Female,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3
3553,tt0377981,Gnomeo & Juliet,2011,84,"Animation,Comedy,Family",6.0,46085,Kelly Asbury,James McAvoy,Emily Blunt,Maggie Smith,FI,Male,Female,Female,Female,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,3
3554,tt0378194,Kill Bill: Vol. 2,2004,137,"Action,Crime,Thriller",8.0,568031,Quentin Tarantino,Uma Thurman,David Carradine,Michael Madsen,RU,Female,Male,Male,Male,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
3555,tt0378661,They Came Back,2004,102,"Drama,Fantasy",5.9,2557,Robin Campillo,Géraldine Pailhas,Jonathan Zaccaï,Frédéric Pierrot,AR,Female,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
3556,tt0378793,Speak,2004,89,Drama,7.4,22429,Jessica Sharzer,Kristen Stewart,Elizabeth Perkins,Dick Hagerman,HU,Female,Female,Male,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3
3557,tt0379217,Coffee and Cigarettes,2003,95,"Comedy,Drama,Music",7.1,51965,Jim Jarmusch,Bill Murray,Tom Waits,Roberto Benigni,PT,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
3558,tt0379306,A Good Woman,2004,93,"Comedy,Drama,Romance",6.5,10320,Mike Barker,Helen Hunt,Scarlett Johansson,Tom Wilkinson,PL,Female,Female,Male,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
3559,tt0379363,Malibu Spring Break,2003,77,Comedy,2.1,362,Kevin Lewis,Charity Rahmer,Kristin Novak,Pilar M. Lastra,GR,Female,Female,Female,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3
3560,tt0379725,Capote,2005,114,"Biography,Crime,Drama",7.4,110405,Bennett Miller,Philip Seymour Hoffman,Clifton Collins Jr.,Catherine Keener,IL,Male,Male,Female,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
3561,tt0379786,Serenity,2005,119,"Action,Adventure,Sci-Fi",7.9,258253,Joss Whedon,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,GR,Male,Female,Unknown,Male,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3
3562,tt0380066,The Woods,2006,91,"Horror,Mystery,Thriller",5.7,9624,Lucky McKee,Lauren Birkell,Agnes Bruckner,Jane Gilchrist,HU,Female,Female,Female,Unknown,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3
3563,tt0380366,Ae Fond Kiss...,2004,104,"Drama,Romance",7.2,6102,Ken Loach,Atta Yaqub,Eva Birthistle,Ahmad Riaz,PL,Unknown,Female,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
3564,tt0380510,The Lovely Bones,2009,135,"Drama,Fantasy,Thriller",6.7,136073,Peter Jackson,Rachel Weisz,Mark Wahlberg,Saoirse Ronan,RS,Female,Male,Female,Male,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
3565,tt0380599,Oliver Twist,2005,130,"Crime,Drama",6.9,27635,Roman Polanski,Barney Clark,Ben Kingsley,Jeremy Swift,RS,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3566,tt0380623,The Perfect Man,2005,100,"Comedy,Family,Romance",5.5,25306,Mark Rosman,Hilary Duff,Heather Locklear,Aria Wallace,CA,Female,Female,Female,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,3
3567,tt0380726,Stara basn. Kiedy slonce bylo bogiem,2003,103,"Adventure,Drama,History",5.4,970,Jerzy Hoffman,Michal Zebrowski,Marina Aleksandrova,Malgorzata Foremniak,HU,Male,Female,Unknown,Male,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2
3568,tt0380761,Let Him Rest in Peace,1985,103,Crime,6.4,12,Yôichi Sai,Tatsuya Fuji,Mitsuko Baishô,Yoshio Harada,JP,Male,Female,Male,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2
3569,tt0381061,Casino Royale,2006,144,"Action,Adventure,Thriller",8.0,511917,Martin Campbell,Daniel Craig,Eva Green,Judi Dench,HR,Male,Female,Female,Male,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
3570,tt0381348,The Place Promised in Our Early Days,2004,91,"Animation,Drama,Romance",7.2,10236,,Hidetaka Yoshioka,Masato Hagiwara,Yuka Nanri,ES,Male,Male,Female,Unknown,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
3571,tt0381668,Tropical Malady,2004,118,"Drama,Fantasy,Romance",7.3,3980,Apichatpong Weerasethakul,Banlop Lomnoi,Sakda Kaewbuadee,Huai Dessom,RS,Unknown,Unknown,Unknown,Unknown,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3572,tt0381681,Before Sunset,2004,80,"Drama,Romance",8.1,187097,Richard Linklater,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,BR,Male,Female,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
3573,tt0381707,White Chicks,2004,109,"Comedy,Crime",5.5,109940,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Busy Philipps,PL,Male,Male,Unknown,Unknown,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3
3574,tt0381849,3:10 to Yuma,2007,122,"Adventure,Crime,Drama",7.7,256383,James Mangold,Russell Crowe,Christian Bale,Ben Foster,FI,Male,Male,Male,Male,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
3575,tt0381940,Cargo,2009,112,"Mystery,Sci-Fi,Thriller",6.2,17030,,Anna Katharina Schwabroh,Martin Rapold,Regula Grauwiller,RS,Female,Male,Female,Unknown,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3
3576,tt0381966,Creep,2004,85,"Horror,Mystery,Thriller",5.6,25170,Christopher Smith,Franka Potente,Sean Harris,Vas Blackwood,IT,Female,Male,Unknown,Male,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3
3577,tt0382077,Hide and Seek,2005,101,"Drama,Horror,Mystery",5.9,74970,John Polson,Robert De Niro,Dakota Fanning,Famke Janssen,GR,Male,Male,Female,Male,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
3578,tt0382189,My Summer of Love,2004,86,"Drama,Romance,Thriller",6.8,17456,Pawel Pawlikowski,Natalie Press,Emily Blunt,Paddy Considine,PT,Female,Female,Male,Male,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
3579,tt0382625,The Da Vinci Code,2006,149,"Mystery,Thriller",6.6,351580,Ron Howard,Tom Hanks,Audrey Tautou,Jean Reno,FR,Male,Female,Male,Male,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
3580,tt0382628,Dark Water,2005,105,"Drama,Horror,Thriller",5.6,53824,Walter Salles,Jennifer Connelly,Ariel Gade,John C. Reilly,CA,Female,Male,Male,Male,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
3581,tt0382761,Jennifer's Shadow,2004,96,"Horror,Mystery,Thriller",4.8,461,,Faye Dunaway,Gina Philips,Duilio Marzio,XWW,Female,Female,Male,Unknown,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3
3582,tt0382932,Ratatouille,2007,111,"Animation,Comedy,Family",8.0,528829,,Brad Garrett,Lou Romano,Patton Oswalt,PT,Male,Male,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
3583,tt0382992,Stealth,2005,121,"Action,Adventure,Sci-Fi",5.0,47627,Rob Cohen,Josh Lucas,Jessica Biel,Jamie Foxx,GR,Male,Female,Female,Male,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
3584,tt0383028,"Synecdoche, New York",2008,124,"Comedy,Drama",7.5,65411,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Michelle Williams,AR,Male,Female,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
3585,tt0383060,Zoom,2006,83,"Action,Adventure,Comedy",4.3,16346,Peter Hewitt,Tim Allen,Courteney Cox,Chevy Chase,RO,Male,Female,Unknown,Male,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3
3586,tt0383216,The Pink Panther,2006,93,"Adventure,Comedy,Crime",5.6,71392,Shawn Levy,Steve Martin,Kevin Kline,Jean Reno,BG,Male,Male,Male,Male,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3587,tt0383222,BloodRayne,2005,95,"Action,Adventure,Fantasy",2.9,31702,Uwe Boll,Kristanna Loken,Ben Kingsley,Michelle Rodriguez,RS,Unknown,Male,Female,Male,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3
3588,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,151,"Action,Adventure,Fantasy",7.3,577977,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,PT,Male,Male,Female,Male,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2
3589,tt0383694,Vera Drake,2004,125,"Crime,Drama",7.7,21524,Mike Leigh,Imelda Staunton,Jim Broadbent,Heather Craney,ES,Female,Male,Female,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
3590,tt0384286,Cry Wolf,2005,90,"Drama,Horror,Mystery",5.9,24043,Jeff Wadlow,Julian Morris,Lindy Booth,Jared Padalecki,TR,Male,Female,Male,Male,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
